product,average_quantity_sold,total_quantity_sold,total_revenue,estimated_price_per_unit,projected_60_day_quantity,projected_60_day_revenue,recommended_inventory_order,reason
Aachi Vathakulambu masala 100g,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi chetinad chicken biryani 45g,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi fish fry 100g,7.0,7.0,20.93,2.9899999999999998,420.0,1255.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi fried chicken mix 100g,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi lemon powder rice 100gm,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi malabar chicken 45g,2.0,2.0,3.98,1.99,120.0,238.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi meat masala 100gm,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi paneer tikka masala 100gm,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi pepper chicken masala 100gm,4.0,4.0,11.96,2.99,240.0,717.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aachi pilau biryani 45g,2.0,2.0,3.98,1.99,120.0,238.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Ajinomoto 100g,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Ajwain Seeds 400G,3.0,3.0,14.97,4.99,180.0,898.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Anardana Powder 100G,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Basil seeds 100g,19.0,19.0,37.81,1.9900000000000002,1140.0,2268.6000000000004,1254.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Bay Leaves 100G,6.0,6.0,23.94,3.99,360.0,1436.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Black Pepper 7 Oz,3.0,3.0,14.97,4.99,180.0,898.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Black Pepper Powder 100G,8.0,8.0,20.72,2.59,480.0,1243.1999999999998,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Black Salt 100G,16.0,16.0,23.84,1.49,960.0,1430.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Brown Cane Sugar 1.56Kg,1.0,1.0,7.99,7.99,60.0,479.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Brown Cane Sugar 800G,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Bw Chori 4Lb,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Chana Dalia 56Oz,1.0,1.0,7.99,7.99,60.0,479.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Chana Daliya/800Gm,2.0,2.0,8.98,4.49,120.0,538.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Chilli Kashmiri 200G,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Chilli Powder 400G,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Cinnamon St 200G,8.0,8.0,31.92,3.99,480.0,1915.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Cinnamon Stick 100G,17.0,17.0,42.33,2.4899999999999998,1020.0,2539.7999999999997,1122.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Cinnamon Sticks 100G,10.0,10.0,24.9,2.4899999999999998,600.0,1493.9999999999998,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Citric Acid 100G,1.0,1.0,1.49,1.49,60.0,89.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Coconut Powder,8.0,8.0,31.92,3.99,480.0,1915.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Coconut Powder 400G,6.0,6.0,20.94,3.49,360.0,1256.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Corinder Seeds 400G,14.0,14.0,48.86,3.4899999999999998,840.0,2931.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Corriander Pwdr 14Oz,3.0,3.0,11.97,3.99,180.0,718.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Crack Wheat Coarse 4 Lb,2.0,2.0,13.98,6.99,120.0,838.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Crystal Soan Massori 20Lb,10.0,10.0,249.9,24.990000000000002,600.0,14994.000000000002,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Cumin Coriander 200G,11.0,11.0,32.89,2.99,660.0,1973.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Cumin Powder 400,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Cumin Seeds 800G,2.0,2.0,25.98,12.99,120.0,1558.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Dalia Split 400Gms,12.0,12.0,29.88,2.4899999999999998,720.0,1792.7999999999997,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Desi Bura Sugar 4Lbs,1.0,1.0,5.99,5.99,60.0,359.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Diabetic Basmati 4Lb,2.0,2.0,19.98,9.99,120.0,1198.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Dried Mint Leaves 100G,6.0,6.0,17.94,2.99,360.0,1076.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Edible Gum 3.5Oz,4.0,4.0,7.96,1.99,240.0,477.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Fennel Roasted 400G,4.0,4.0,23.96,5.99,240.0,1437.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Fennel Seeds 200G,12.0,12.0,41.88,3.49,720.0,2512.8,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Fennel Seeds 400Gm,11.0,11.0,76.89,6.99,660.0,4613.400000000001,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Fenugreek Seeds 200Gm,18.0,18.0,35.82,1.99,1080.0,2149.2,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Flax Seed 400G,2.0,2.0,8.98,4.49,120.0,538.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Flax Seeds 200G,11.0,11.0,27.39,2.49,660.0,1643.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Fried Onion Non Coated,16.0,16.0,63.84,3.99,960.0,3830.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Fried Onion Wid Coated,19.0,19.0,66.31,3.49,1140.0,3978.6000000000004,1254.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Fryums Bhindi Cut Colour,7.0,7.0,17.43,2.4899999999999998,420.0,1045.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Garam Masala 7Oz,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Garam Masala Whole,5.0,5.0,39.95,7.99,300.0,2397.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Ginger Garlic 700G,22.78,22.78,90.89,3.9899034240561893,1366.8000000000002,5453.400000000001,1503.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Ginger Pwdr 14Oz,4.0,4.0,19.96,4.99,240.0,1197.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Jaggery 14Oz,7.0,7.0,41.93,5.99,420.0,2515.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Kalonji 100G,11.0,11.0,27.39,2.49,660.0,1643.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Kolhapuri Jaggery 1Kg,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Kolhapuri Mamra 400G,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Mace Whole 100G,2.0,2.0,19.98,9.99,120.0,1198.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Masoor Dal 4Lb,3.0,3.0,17.97,5.989999999999999,180.0,1078.1999999999998,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Moong Chilka 2Lb,5.0,5.0,19.95,3.9899999999999998,300.0,1197.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Moong Chilka 4Lb,2.0,2.0,13.98,6.99,120.0,838.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Moong Dal 2Lb,4.0,4.0,15.96,3.99,240.0,957.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Mustard Seeds 400G,3.0,3.0,8.97,2.99,180.0,538.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Nutmeg Whole 100g,2.0,2.0,11.98,5.99,120.0,718.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Pani Puri 200Gm,8.0,8.0,15.92,1.99,480.0,955.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Peanuts 400G,14.0,14.0,41.86,2.9899999999999998,840.0,2511.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Phool Makhana 200G,3.0,3.0,26.97,8.99,180.0,1618.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Pipe-yellow Colour 400g,12.0,12.0,29.88,2.4899999999999998,720.0,1792.7999999999997,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Poppy Seeds 3.5Oz,15.0,15.0,44.85,2.99,900.0,2691.0,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Quinoa 800G,2.0,2.0,15.98,7.99,120.0,958.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Quinoa Seeds 400G,10.0,10.0,36.9,3.69,600.0,2214.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Red Chili 400G,2.0,2.0,8.98,4.49,120.0,538.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Red Coconut Chutney 200G,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sabudana 200Gm,16.0,16.0,15.84,0.99,960.0,950.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sabudana 2Lb,16.0,16.0,55.84,3.49,960.0,3350.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sabudana Sago 400Gm,10.0,10.0,24.9,2.4899999999999998,600.0,1493.9999999999998,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sago 200G,11.0,11.0,16.39,1.49,660.0,983.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sesam Seeds 200G,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sesame Seeds 200Gm,1.0,1.0,2.49,2.49,60.0,149.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sesame Seeds Natural 200G,15.0,15.0,37.35,2.49,900.0,2241.0,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Shah Jeera 100G,34.0,34.0,95.68,2.814117647058824,2040.0,5740.8,2244.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sooji Coarse,1.0,1.0,5.99,5.99,60.0,359.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Sooji Fine 4Lb,1.0,1.0,5.99,5.99,60.0,359.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Star Color Fryums 400g,2.0,2.0,4.98,2.49,120.0,298.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Stone Flower Whole 50Gm,14.0,14.0,34.86,2.4899999999999998,840.0,2091.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Turmeric Powder 400G,5.0,5.0,17.45,3.4899999999999998,300.0,1047.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Urad Gota 2Lb,4.0,4.0,15.96,3.99,240.0,957.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Urad Whole 4Lb,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Vadimatta Rice 8Lb,2.0,2.0,27.98,13.99,120.0,1678.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara Vathakuz Mix Pow,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara White Pepper Powder 100G,2.0,2.0,3.98,1.99,120.0,238.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara White Pepper Whole 100G,2.0,2.0,3.98,1.99,120.0,238.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aara coconut Medium 7oz,7.0,7.0,20.93,2.9899999999999998,420.0,1255.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aashirvaad Atta sharbati select 20lb,6.0,6.0,173.94,28.99,360.0,10436.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aashirvaad Lowgi Atta10Lb,7.0,7.0,117.93,16.84714285714286,420.0,7075.800000000001,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aashirvaad Mult 20Lb,7.0,7.0,195.93,27.990000000000002,420.0,11755.800000000001,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aashirvaad Mult Flour 4Lb,39.0,39.0,279.61,7.16948717948718,2340.0,16776.600000000002,2574.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aashirvaad Ww Atta 20 Lb,5.0,5.0,94.95,18.990000000000002,300.0,5697.000000000001,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aashirvaad Ww Flour 10Lb,25.0,25.0,309.75,12.39,1500.0,18585.0,1650.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aashirvad Multigrain 10Lb,32.0,32.0,496.7,15.521875,1920.0,29802.0,2112.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Aashirvad Ww Atta 4Lb,48.0,48.0,251.52,5.24,2880.0,15091.2,3168.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Actionware Movable Peeler,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Active Wheel 210G,9.0,9.0,17.91,1.99,540.0,1074.6,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Adani Ajinomoto 100gm,2.0,2.0,3.98,1.99,120.0,238.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Adani Bay Leaves 50 gm,8.0,8.0,15.92,1.99,480.0,955.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Adani Big Fryin Sabudana 200Gm,1.0,1.0,0.99,0.99,60.0,59.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Adani Biryani Masala,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Adani Chhas Masala 100g,3.0,3.0,5.97,1.99,180.0,358.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Adani Cinnamon Sticks Round400,2.0,2.0,14.98,7.49,120.0,898.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Adani Citric Acid 100g,1.0,1.0,1.59,1.59,60.0,95.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Adani Coconut Powder 200Gms,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
